Country Name,Access to electricity (% of population),Control of Corruption: Estimate,Government Effectiveness: Estimate,Regulatory Quality: Estimate,Rule of Law: Estimate,E_Score,S_Score,G_Score,ESG_Final,Temperature,GDP_2020,POP_2020,SDI_2019,Economic_Index,Sustainability_Index,Climate_Risk_Index
israel,1.0,0.6440789149912911,0.7476832463964252,0.7472176291108915,0.7168736183164416,100.0,100.0,73.24740265725829,91.39003403667427,26.78,45800.0,9520000.0,41.9,20.13225601999796,91.08246755241944,39.16213095827165
uruguay,1.0,0.8154215251023449,0.6841531764464,0.6520750709592744,0.7010365605817621,100.0,100.0,73.16398321100412,91.36318660262044,26.77,25900.0,3380000.0,52.9,11.31223323863258,91.05466107033472,33.40920336467115
qatar,1.0,0.6148195873955522,0.7588864339467782,0.7163849463401981,0.7525368893232876,100.0,100.0,72.89904716972451,91.27792047804004,26.88,91000.0,3120000.0,26.0,40.1656745987776,90.96634905657484,60.21853867722247
qatar,1.0,0.6148195873955522,0.7588864339467782,0.7163849463401981,0.7525368893232876,100.0,100.0,72.89904716972451,91.27792047804004,26.83,91000.0,3120000.0,26.0,40.1656745987776,90.96634905657484,52.77173016658428
latvia,1.0,0.6138770606123307,0.6510688253619514,0.7579578922918112,0.7781350273189642,100.0,100.0,71.80360899877188,90.92536834091499,26.87,34500.0,1850000.0,53.5,15.123901375303038,90.60120299959063,48.07026224641315
slovenia,1.0,0.6319488941642706,0.724848469669017,0.6640690330541001,0.777883033511383,100.0,100.0,71.7433078165853,90.90596121122496,26.76,43300.0,2120000.0,42.5,19.02421295701236,90.58110260552844,35.9508494144815
portugal,1.0,0.6134624102756808,0.7137096167825047,0.6691670480835064,0.78478824575826,100.0,100.0,71.27914884353217,90.75657784824308,26.81,37500.0,10400000.0,62.4,16.45355305088577,90.42638294784405,35.68447963054605
chile,1.0,0.6761214651850909,0.6555883419122298,0.7054562937942745,0.6788858798661601,100.0,100.0,69.56509167838347,90.20493145436016,26.8,26700.0,19900000.0,73.7,11.666807018787969,89.85503055946116,29.815272967178093
mauritius,1.0,0.5575174922338278,0.6539914462355448,0.7350088455021333,0.7219996841091894,100.0,100.0,68.31305255161242,89.8019793922429,26.96,26600.0,1270000.0,60.9,11.62248529626855,89.4376841838708,58.60630051129833
seychelles,1.0,0.8280550626459289,0.6356089259252172,0.5532372266576825,0.6329044693871599,100.0,100.0,67.82019202333383,89.64335881724678,26.91,28600.0,133000.0,35.9,12.50891974665703,89.27339734111128,60.849414481279794
spain,1.0,0.5980575831098855,0.6630172120759478,0.6560481454102334,0.7262152746528547,100.0,100.0,67.64984159282086,89.58853380755653,26.74,41000.0,47900000.0,46.2,18.00481333906561,89.21661386427363,31.538017483093938
spain,1.0,0.5980575831098855,0.6630172120759478,0.6560481454102334,0.7262152746528547,100.0,100.0,67.64984159282086,89.58853380755653,26.82,41000.0,47900000.0,46.2,18.00481333906561,89.21661386427363,43.452911100115536
spain,1.0,0.5980575831098855,0.6630172120759478,0.6560481454102334,0.7262152746528547,100.0,100.0,67.64984159282086,89.58853380755653,26.75,41000.0,47900000.0,46.2,18.00481333906561,89.21661386427363,33.02737918522208
spain,1.0,0.5980575831098855,0.6630172120759478,0.6560481454102334,0.7262152746528547,100.0,100.0,67.64984159282086,89.58853380755653,26.75,41000.0,47900000.0,46.2,18.00481333906561,89.21661386427363,33.02737918522208
spain,1.0,0.5980575831098855,0.6630172120759478,0.6560481454102334,0.7262152746528547,100.0,100.0,67.64984159282086,89.58853380755653,26.75,41000.0,47900000.0,46.2,18.00481333906561,89.21661386427363,33.02737918522208
barbados,1.0,0.7626414791447523,0.5830186165578592,0.6154390334232869,0.628420261831094,100.0,100.0,66.23227633390886,89.13230937171362,26.7,17300.0,283000.0,71.2,7.5005651019621205,88.74409211130295,15.890648193963731
georgia,1.0,0.5953712096410989,0.6714601166400035,0.7098965012518578,0.5717289041546947,100.0,100.0,65.15070311144284,88.78421948298347,26.93,20400.0,3810000.0,83.9,8.87453850006426,88.38356770381428,45.22348672274436
cyprus,1.0,0.5297906604904882,0.6599333567815694,0.674045023725202,0.6795909576269592,100.0,100.0,65.01645730024703,88.7410142625592,26.76,45500.0,1370000.0,33.8,19.99929085243968,88.33881910008233,39.32294243773731
bhutan,1.0,0.8056358813994979,0.6230288816192404,0.4228610488083718,0.6890794629696472,100.0,100.0,64.94389903003056,88.71766235287664,27.02,13300.0,797000.0,68.3,5.72769620118516,88.3146330100102,64.6742536698001
palau,1.0,0.588679772859783,0.5963352889155048,0.5937661757261055,0.7531549074168079,100.0,100.0,64.71555778507549,88.64417377448186,27.0,17300.0,17700.0,58.3,7.5005651019621205,88.23851926169183,65.57149925779338
palau,1.0,0.588679772859783,0.5963352889155048,0.5937661757261055,0.7531549074168079,100.0,100.0,64.71555778507549,88.64417377448186,26.91,17300.0,17700.0,58.3,7.5005651019621205,88.23851926169183,52.167243938644134
malaysia,1.0,0.5212565184909287,0.6895607140875674,0.6490469521802558,0.6661609057194868,100.0,100.0,64.55986309036838,88.59406551751806,26.94,30900.0,36000000.0,46.6,13.52831936460378,88.1866210301228,61.17021276595778
bahrain,1.0,0.4941402813482985,0.6512061171256313,0.7378857094193265,0.6414794615205545,100.0,100.0,64.52526549645435,88.58293074423993,26.84,53600.0,1640000.0,48.8,23.58935037651303,88.17508849881813,45.42388256638633
saudi arabia,1.0,0.5765817104623345,0.6725698703447383,0.6184131326087957,0.628510102729552,100.0,100.0,63.770985426322966,88.3401757830134,26.77,50500.0,34600000.0,45.6,22.215376978410887,87.92366180877433,36.23866072901224
poland,1.0,0.5833372561276935,0.5918434552605666,0.674457235753795,0.639079587055346,100.0,100.0,63.57719770563697,88.27780779467041,27.05,40700.0,38100000.0,42.6,17.871848171507327,87.85906590187899,79.10357908626102
poland,1.0,0.5833372561276935,0.5918434552605666,0.674457235753795,0.639079587055346,100.0,100.0,63.57719770563697,88.27780779467041,26.74,40700.0,38100000.0,42.6,17.871848171507327,87.85906590187899,32.93336632030324
poland,1.0,0.5833372561276935,0.5918434552605666,0.674457235753795,0.639079587055346,100.0,100.0,63.57719770563697,88.27780779467041,26.83,40700.0,38100000.0,42.6,17.871848171507327,87.85906590187899,46.33762163945248
italy,1.0,0.5798231867651179,0.6326581794865783,0.6454553030330341,0.6227164059578597,100.0,100.0,63.364783239199504,88.20944503711405,26.87,45100.0,59100000.0,52.5,19.82200396236199,87.78826107973318,48.45785914563795
italy,1.0,0.5798231867651179,0.6326581794865783,0.6454553030330341,0.6227164059578597,100.0,100.0,63.364783239199504,88.20944503711405,26.84,45100.0,59100000.0,52.5,19.82200396236199,87.78826107973318,43.98977403925454
samoa,1.0,0.6205440416511887,0.6071575110681543,0.4506562498270225,0.7448289139189557,100.0,100.0,61.85114345180926,87.72230029811166,26.88,5810.0,219000.0,76.7,2.4079991844803,87.28371448393642,40.56737588652478
samoa,1.0,0.6205440416511887,0.6071575110681543,0.4506562498270225,0.7448289139189557,100.0,100.0,61.85114345180926,87.72230029811166,26.88,5810.0,219000.0,76.7,2.4079991844803,87.28371448393642,40.56737588652478
malta,1.0,0.4784835020848149,0.5866548915669653,0.654683855502424,0.6973670754772233,100.0,100.0,61.69317466635801,87.67146015543028,26.9,52700.0,545000.0,54.2,23.19045487383821,87.23105822211933,52.2670295233382
malta,1.0,0.4784835020848149,0.5866548915669653,0.654683855502424,0.6973670754772233,100.0,100.0,61.69317466635801,87.67146015543028,26.72,52700.0,545000.0,54.2,23.19045487383821,87.23105822211933,25.45851888504021
croatia,1.0,0.4950938564212282,0.6545330814897705,0.645427296635083,0.6155968178379442,100.0,100.0,61.52095931767349,87.61603494674719,26.81,37500.0,3850000.0,69.0,16.45355305088577,87.17365310589116,33.12634009566232
costa rica,1.0,0.6036680020078129,0.5571332681655098,0.6240525623467357,0.6224670578855795,100.0,100.0,61.43324424791451,87.5878050236702,26.84,24300.0,5150000.0,85.3,10.6030856783218,87.14441474930483,31.2765957446809
st. kitts and nevis,1.0,0.5483671629083835,0.5830116364906217,0.6237077891150224,0.6440583046464791,100.0,100.0,61.21789190969192,87.51849675133819,26.95,32800.0,46900.0,58.3,14.37043209247284,87.07263063656397,58.124690747154695
st. kitts and nevis,1.0,0.5483671629083835,0.5830116364906217,0.6237077891150224,0.6440583046464791,100.0,100.0,61.21789190969192,87.51849675133819,26.7,32800.0,46900.0,58.3,14.37043209247284,87.07263063656397,20.890648193963727
st. kitts and nevis,1.0,0.5483671629083835,0.5830116364906217,0.6237077891150224,0.6440583046464791,100.0,100.0,61.21789190969192,87.51849675133819,27.05,32800.0,46900.0,58.3,14.37043209247284,87.07263063656397,73.01830776843157
st. kitts and nevis,1.0,0.5483671629083835,0.5830116364906217,0.6237077891150224,0.6440583046464791,100.0,100.0,61.21789190969192,87.51849675133819,26.75,32800.0,46900.0,58.3,14.37043209247284,87.07263063656397,28.33745670460192
st. kitts and nevis,1.0,0.5483671629083835,0.5830116364906217,0.6237077891150224,0.6440583046464791,100.0,100.0,61.21789190969192,87.51849675133819,26.84,32800.0,46900.0,58.3,14.37043209247284,87.07263063656397,41.74171202375066
st. kitts and nevis,1.0,0.5483671629083835,0.5830116364906217,0.6237077891150224,0.6440583046464791,100.0,100.0,61.21789190969192,87.51849675133819,26.95,32800.0,46900.0,58.3,14.37043209247284,87.07263063656397,58.124690747154695
st. kitts and nevis,1.0,0.5483671629083835,0.5830116364906217,0.6237077891150224,0.6440583046464791,100.0,100.0,61.21789190969192,87.51849675133819,26.69,32800.0,46900.0,58.3,14.37043209247284,87.07263063656397,19.40128649183609
dominica,1.0,0.5785311609501684,0.557268571123267,0.5739356654698476,0.6788281728848675,100.0,100.0,60.93918430698842,87.42879843374108,26.72,12900.0,65900.0,58.3,5.55040931110746,86.97972810232947,23.8693715982185
"bahamas, the",1.0,0.7447669237441157,0.5593197036571397,0.5098091630229251,0.5722762040969563,100.0,100.0,60.87619120068338,87.40852494424539,26.83,34400.0,403000.0,27.1,15.07957965278362,86.95873040022781,52.34537357743698
st. vincent and the grenadines,1.0,0.622896319228337,0.5170154199308534,0.5759279728258206,0.6662319768731645,100.0,100.0,60.76819086928995,87.37376648078062,26.78,17300.0,99900.0,58.3,7.5005651019621205,86.92273028976332,32.80554181098484
st. vincent and the grenadines,1.0,0.622896319228337,0.5170154199308534,0.5759279728258206,0.6662319768731645,100.0,100.0,60.76819086928995,87.37376648078062,26.7,17300.0,99900.0,58.3,7.5005651019621205,86.92273028976332,20.890648193963727
slovak republic,1.0,0.5205532615895399,0.5505279304567693,0.6364854733124414,0.6736864751466191,100.0,100.0,60.746630648996316,87.36682761198547,26.95,35400.0,5470000.0,23.0,15.522796877977859,86.91554354966544,71.80686128979035
slovak republic,1.0,0.5205532615895399,0.5505279304567693,0.6364854733124414,0.6736864751466191,100.0,100.0,60.746630648996316,87.36682761198547,26.83,35400.0,5470000.0,23.0,15.522796877977859,86.91554354966544,53.93452086425869
slovak republic,1.0,0.5205532615895399,0.5505279304567693,0.6364854733124414,0.6736864751466191,100.0,100.0,60.746630648996316,87.36682761198547,26.96,35400.0,5470000.0,23.0,15.522796877977859,86.91554354966544,73.29622299191848
slovak republic,1.0,0.5205532615895399,0.5505279304567693,0.6364854733124414,0.6736864751466191,100.0,100.0,60.746630648996316,87.36682761198547,26.9,35400.0,5470000.0,23.0,15.522796877977859,86.91554354966544,64.36005277915216
slovak republic,1.0,0.5205532615895399,0.5505279304567693,0.6364854733124414,0.6736864751466191,100.0,100.0,60.746630648996316,87.36682761198547,26.88,35400.0,5470000.0,23.0,15.522796877977859,86.91554354966544,61.38132937489688
slovak republic,1.0,0.5205532615895399,0.5505279304567693,0.6364854733124414,0.6736864751466191,100.0,100.0,60.746630648996316,87.36682761198547,26.8,35400.0,5470000.0,23.0,15.522796877977859,86.91554354966544,49.46643575787577
slovak republic,1.0,0.5205532615895399,0.5505279304567693,0.6364854733124414,0.6736864751466191,100.0,100.0,60.746630648996316,87.36682761198547,26.77,35400.0,5470000.0,23.0,15.522796877977859,86.91554354966544,44.998350651492856
antigua and barbuda,1.0,0.5284295811503538,0.5830116364906217,0.6245827541831983,0.6199010512112522,100.0,100.0,60.079498658072886,87.15212009550373,26.72,24000.0,94200.0,62.2,10.470120510763529,86.69316621935762,22.35774369124176
oman,1.0,0.5027404902000647,0.5602367420679879,0.6008338365428797,0.6759470170610993,100.0,100.0,59.65366831399979,87.01507228957861,26.76,34500.0,5490000.0,63.1,15.123901375303038,86.55122277133326,27.966353290450492
oman,1.0,0.5027404902000647,0.5602367420679879,0.6008338365428797,0.6759470170610993,100.0,100.0,59.65366831399979,87.01507228957861,26.67,34500.0,5490000.0,63.1,15.123901375303038,86.55122277133326,14.56209797130174
oman,1.0,0.5027404902000647,0.5602367420679879,0.6008338365428797,0.6759470170610993,100.0,100.0,59.65366831399979,87.01507228957861,26.84,34500.0,5490000.0,63.1,15.123901375303038,86.55122277133326,39.88124690747159
oman,1.0,0.5027404902000647,0.5602367420679879,0.6008338365428797,0.6759470170610993,100.0,100.0,59.65366831399979,87.01507228957861,26.78,34500.0,5490000.0,63.1,15.123901375303038,86.55122277133326,30.94507669470577
cabo verde,0.985200845665962,0.6798616575819693,0.5040653035507424,0.5600163365153302,0.6250487749503895,98.5200845665962,98.5200845665962,60.42367926292075,86.25926559685605,27.01,8560.0,527000.0,71.1,3.62684655376446,85.82128279870437,62.09962064984349
tuvalu,1.0,0.601972161546927,0.4043038363219398,0.4676771667468427,0.7711868272219605,100.0,100.0,57.161467402288416,86.21299072909694,26.88,4980.0,9490.0,58.3,2.04012888756908,85.72048913409614,47.69915883226122
hungary,1.0,0.453114278391044,0.5813644176085955,0.5760777042208506,0.6315044903191336,100.0,100.0,57.08036516554863,86.18688905796074,26.84,37400.0,9630000.0,73.4,16.40923132836634,85.69345505518288,35.888998845456086
greece,1.0,0.4757451841664176,0.5329815458570146,0.6315900158892503,0.5803144043499943,100.0,100.0,56.51591479481352,86.00522824881564,26.84,33800.0,9940000.0,32.8,14.81364931766708,85.5053049316045,51.62543295398323
greece,1.0,0.4757451841664176,0.5329815458570146,0.6315900158892503,0.5803144043499943,100.0,100.0,56.51591479481352,86.00522824881564,26.99,33800.0,9940000.0,32.8,14.81364931766708,85.5053049316045,73.96585848589781
fiji,0.992600422832981,0.569730893015084,0.6067703675410864,0.4890618845035441,0.6022680455335756,99.2600422832981,99.2600422832981,57.7591440602651,85.90353276125332,26.84,14000.0,933000.0,78.8,6.03794825882113,85.4264095422871,33.79597558964214
jordan,1.0,0.4736308117227148,0.5842607734130062,0.5546494645090378,0.5909889692948374,100.0,100.0,56.065478168398286,85.86026123972921,26.78,9960.0,11500000.0,77.1,4.2473506690364005,85.3551593894661,25.51872010555848
kuwait,1.0,0.5007738774869084,0.5027443308381476,0.5766340869906647,0.6110653864027238,100.0,100.0,55.74117637008992,85.7558890395459,26.83,45900.0,5030000.0,9.9,20.17657774251738,85.24705879002997,59.012040244103645
marshall islands,1.0,0.5479798486876722,0.5161846395613892,0.4182148115098317,0.6913058028719824,100.0,100.0,55.279375590517866,85.60726462962364,26.78,6330.0,36300.0,58.3,2.63847214158131,85.0931251968393,32.80554181098484
marshall islands,1.0,0.5479798486876722,0.5161846395613892,0.4182148115098317,0.6913058028719824,100.0,100.0,55.279375590517866,85.60726462962364,26.91,6330.0,36300.0,58.3,2.63847214158131,85.0931251968393,52.167243938644134
marshall islands,1.0,0.5479798486876722,0.5161846395613892,0.4182148115098317,0.6913058028719824,100.0,100.0,55.279375590517866,85.60726462962364,26.98,6330.0,36300.0,58.3,2.63847214158131,85.0931251968393,62.59277585353809
marshall islands,1.0,0.5479798486876722,0.5161846395613892,0.4182148115098317,0.6913058028719824,100.0,100.0,55.279375590517866,85.60726462962364,26.88,6330.0,36300.0,58.3,2.63847214158131,85.0931251968393,47.69915883226122
marshall islands,1.0,0.5479798486876722,0.5161846395613892,0.4182148115098317,0.6913058028719824,100.0,100.0,55.279375590517866,85.60726462962364,26.79,6330.0,36300.0,58.3,2.63847214158131,85.0931251968393,34.294903513112466
romania,1.0,0.4625475889134267,0.4811730826101737,0.5762036377949561,0.6339790372758293,100.0,100.0,54.7583324334713,85.43957385215933,26.92,35600.0,18900000.0,71.1,15.611440323016708,84.91944414449044,48.69536533069475
nauru,1.0,0.588679772859783,0.4865242023181729,0.5103208019894847,0.5249024214846318,100.0,100.0,53.613188931635555,85.07102471849531,26.88,11000.0,12000.0,58.3,4.708296583238409,84.53772964387852,47.69915883226122
montenegro,1.0,0.4349783273155481,0.5543060682754252,0.5879824355958216,0.519220372870679,100.0,100.0,53.24601532079013,84.95285479833733,26.82,25100.0,633000.0,58.3,10.95765945847719,84.41533844026338,38.76298861949538
montenegro,1.0,0.4349783273155481,0.5543060682754252,0.5879824355958216,0.519220372870679,100.0,100.0,53.24601532079013,84.95285479833733,26.74,25100.0,633000.0,58.3,10.95765945847719,84.41533844026338,26.848095002473787
bulgaria,1.0,0.4215367609997218,0.511262891022982,0.5951594559375059,0.5276669776454553,100.0,100.0,52.16975059892665,84.60647337958932,26.95,29600.0,6710000.0,74.4,12.952136971851269,84.05658353297555,51.88438066963531
china,1.0,0.4519931525258441,0.6472915183509308,0.4323442804917685,0.5197052912238581,100.0,100.0,52.05670525406171,84.57009124595461,26.91,20900.0,1420000000.0,51.7,9.09614711266138,84.01890175135391,54.725383473527856
thailand,1.0,0.3406898277772582,0.5380840102929305,0.5419873416159479,0.5879032503521399,100.0,100.0,50.93280028815398,84.20837745127126,26.86,18800.0,71600000.0,73.7,8.165390939753479,83.644266762718,38.75144317994393
india,0.9947145877378436,0.3690025549187103,0.6033974232671202,0.4791050657099155,0.5743814748666417,99.47145877378436,99.47145877378436,51.38642288177986,83.99593252594583,26.94,8460.0,1460000000.0,69.6,3.58252483124504,83.44311347644954,52.25548408378724
india,0.9947145877378436,0.3690025549187103,0.6033974232671202,0.4791050657099155,0.5743814748666417,99.47145877378436,99.47145877378436,51.38642288177986,83.99593252594583,26.76,8460.0,1460000000.0,69.6,3.58252483124504,83.44311347644954,25.446973445489252
indonesia,0.9936575052854124,0.3411911567815823,0.6260471704732075,0.5724715504001661,0.4925521160647996,99.36575052854124,99.36575052854124,51.55435021812607,83.978290236081,26.83,14000.0,286000000.0,77.1,6.03794825882113,83.42861709173619,32.96552861619667
albania,1.0,0.3767796524711446,0.5551224185748214,0.5449045107515871,0.4900412811725742,100.0,100.0,49.831369450474725,83.85389665443947,26.8,17400.0,2770000.0,82.6,7.544886824481541,83.27712315015825,26.36566056407732
