Country Name,Access to electricity (% of population),Control of Corruption: Estimate,Government Effectiveness: Estimate,Regulatory Quality: Estimate,Rule of Law: Estimate,E_Score,S_Score,G_Score,ESG_Final,Temperature,GDP_2020,POP_2020,SDI_2019,Economic_Index,Sustainability_Index,Climate_Risk_Index
north macedonia,1.0,0.373006431791687,0.4900741366862943,0.5993006449495116,0.4890966823563288,100.0,100.0,49.42653096132937,83.72360479651144,26.82,19000.0,1810000.0,71.9,8.25403438479233,83.14217698710978,33.49167079003802
north macedonia,1.0,0.373006431791687,0.4900741366862943,0.5993006449495116,0.4890966823563288,100.0,100.0,49.42653096132937,83.72360479651144,26.9,19000.0,1810000.0,71.9,8.25403438479233,83.14217698710978,45.40656440705913
armenia,1.0,0.4666676802838113,0.461483754817337,0.5184251248315993,0.5001104077464623,100.0,100.0,49.30033992448688,83.68299189757789,26.81,19500.0,2950000.0,82.7,8.47564299738945,83.1001133081623,27.81626257628248
tonga,1.0,0.3822800959663641,0.4763137112052611,0.4245274040953524,0.6605649116964808,100.0,100.0,49.22129893330198,83.6575536107794,26.83,6120.0,104000.0,58.3,2.54539652429051,83.07376631110066,40.25235032162302
high income,0.9998774315401426,0.4376711834860984,0.4850727994358,0.4902908068952206,0.5118161830623729,99.98774315401427,99.98774315401427,48.7251889800151,83.48957510787416,26.81,20900.0,1420000000.0,51.7,9.09614711266138,82.90022509601455,39.83176645225147
serbia,1.0,0.3503194375338349,0.5027645764614209,0.5376545576108868,0.5114798543872869,100.0,100.0,48.12905718768253,83.3060302004344,26.92,23500.0,6690000.0,38.2,10.24851189816641,82.70968572922752,61.44730331519088
dominican republic,0.9957716701902748,0.349796917210331,0.5286829311129467,0.5447411951109509,0.4985372506836625,99.57716701902748,99.57716701902748,48.64372911858,83.18492064759255,26.74,21300.0,11500000.0,80.2,9.27343400273908,82.59935438554498,18.35972290945052
moldova,1.0,0.3887181558938237,0.4656121694752115,0.5307497252427628,0.4927784547975912,100.0,100.0,47.48742709664821,83.09953012965343,26.8,12100.0,3000000.0,80.8,5.19583553095207,82.49580903221606,27.06333498268197
kazakhstan,1.0,0.3918812105995776,0.5327257308836105,0.5223271089261997,0.4223981660761285,100.0,100.0,47.26284822252848,83.02725242003592,27.03,29100.0,20800000.0,39.5,12.730528359254151,82.4209494075095,77.32640606960265
grenada,0.940803382663848,0.581673195787545,0.4998174701190252,0.5753075917549769,0.6740655355622911,94.0803382663848,94.0803382663848,59.419396376131274,82.92517728860925,26.7,16300.0,117000.0,58.3,7.057347876767881,82.52669096963362,20.890648193963727
jamaica,0.9756871035940804,0.4274366642904964,0.5887979775049885,0.5291597908589855,0.4875480821385714,97.56871035940804,97.56871035940804,51.57227485776916,82.76537223751667,26.69,10700.0,2840000.0,75.6,4.57533141568013,82.23656519219507,12.695860135246939
morocco,1.0,0.3298057810796558,0.4933897536295453,0.4946029998508521,0.4987972030912347,100.0,100.0,45.87379148901004,82.58020307213523,26.84,8630.0,38400000.0,73.9,3.65787175952806,81.95793049633667,35.69520039584368
viet nam,0.9978858350951374,0.3575428175747559,0.5283454949029345,0.4267850993673596,0.5088554810806823,99.78858350951374,99.78858350951374,46.00372872985236,82.47864671861213,26.92,13200.0,102000000.0,72.9,5.68337447866573,81.86029858295994,47.9976909120901
kiribati,0.9566596194503172,0.5479798486876722,0.4803319941313033,0.4488824456964064,0.6699946403535767,95.66596194503173,95.66596194503173,54.58147748677534,82.44346962869798,26.94,2240.0,136000.0,58.3,0.82571369053686,81.97113379227959,56.63532904502755
latin america & caribbean,0.9833257978312856,0.4376711834860984,0.4850727994358,0.4902908068952206,0.5118161830623729,98.33257978312857,98.33257978312857,48.7251889800151,82.36710395017782,26.7,34500.0,1850000.0,53.5,15.123901375303038,81.7967828487574,22.7511133102428
sri lanka,1.0,0.3648691298194211,0.4468134337860814,0.4001277630038169,0.5076099976218338,100.0,100.0,43.31423185728,81.75644300772127,26.95,13200.0,23200000.0,84.3,5.68337447866573,81.10474395242666,48.04717136730973
maldives,1.0,0.3618853509307152,0.4735724806589266,0.3651372854330313,0.5104994793107354,100.0,100.0,43.09493567646827,81.685865462353,26.95,24100.0,530000.0,72.2,10.51444223328295,81.03164522548943,52.737093847929884
colombia,0.9862579281183932,0.3820786206994181,0.4847870172340427,0.5297989565928249,0.4196483628090118,98.62579281183932,98.62579281183932,45.866343174091874,81.6458689635088,26.84,15900.0,53400000.0,80.1,6.88006098669018,81.03930959925684,33.29209962064989
mongolia,1.0,0.3398720760300101,0.3996143217738116,0.470890850129512,0.4851637754366059,100.0,100.0,42.685261088161205,81.55401717053395,26.89,14000.0,3520000.0,73.2,6.03794825882113,80.89508702938707,43.413326735939236
trinidad and tobago,0.9862579281183932,0.367130826508632,0.4917261270986587,0.4804329987173927,0.4614490764986054,98.62579281183932,98.62579281183932,45.45613242917388,81.51384811684912,26.73,24600.0,1510000.0,74.2,10.73605084588007,80.90257268428417,19.19594260267222
tunisia,1.0,0.3745518276024607,0.4364296984308143,0.3764062169836175,0.4960508228778774,100.0,100.0,42.36648743433329,81.45142412977981,26.86,10800.0,12300000.0,78.6,4.61965313819956,80.78882914477776,36.85221837374238
philippines,0.9788583509513742,0.3295086088328278,0.5342922908544749,0.5432647177429897,0.4292500214725314,97.88583509513742,97.88583509513742,46.39320541696433,81.31362032244759,26.9,9840.0,117000000.0,77.3,4.194164602013091,80.72162520241305,43.313541151245175
turkiye,1.0,0.3375974382342321,0.4477535776308965,0.4593942713788979,0.4067985613019155,100.0,100.0,41.52639395679338,81.1810512700921,26.88,35600.0,87700000.0,67.5,15.611440323016708,80.5087979855978,44.133267359393
argentina,1.0,0.3701832405825648,0.4198535335538248,0.4055008970934228,0.4310017549711372,100.0,100.0,40.86778795969545,80.96908773079134,26.87,21900.0,45900000.0,77.7,9.53936433785562,80.2892626532318,38.69041728517284
brazil,0.9978858350951374,0.3373318677993072,0.3834199819719234,0.4451303501043494,0.4554148816748731,99.78858350951374,99.78858350951374,40.72970680036955,80.78127323666868,26.84,16000.0,213000000.0,75.4,6.924382709209611,80.10229127313234,35.11380504700648
belize,0.9957716701902748,0.4011961909886234,0.4201130534801974,0.4165665854777349,0.3772131361855951,99.57716701902748,99.57716701902748,40.56618764408762,80.5852718631503,26.63,9880.0,423000.0,75.3,4.21189329102086,79.90684056071419,3.87596899224806
el salvador,0.982029598308668,0.3240605607028295,0.5119790832918595,0.4426964024194883,0.4409248740394664,98.2029598308668,98.2029598308668,43.32056906086843,80.53979574770415,26.68,10200.0,6370000.0,72.4,4.35372280308301,79.90882957420068,12.446808510638679
azerbaijan,1.0,0.1781301690702435,0.4940943041663356,0.485103038597691,0.3937302406004588,100.0,100.0,38.87963233156201,80.32922640933849,26.84,15700.0,10400000.0,79.6,6.79141754165133,79.62654411052067,33.4858980702623
guyana,0.9883720930232558,0.3649225127412643,0.437727355802204,0.3883541830767311,0.4474154403742976,98.83720930232558,98.83720930232558,41.18070390990597,80.28123349806508,26.74,72800.0,836000.0,58.3,32.09912110024244,79.61837417151904,26.848095002473787
guyana,0.9883720930232558,0.3649225127412643,0.437727355802204,0.3883541830767311,0.4474154403742976,98.83720930232558,98.83720930232558,41.18070390990597,80.28123349806508,26.99,72800.0,836000.0,58.3,32.09912110024244,79.61837417151904,64.08213755566524
guyana,0.9883720930232558,0.3649225127412643,0.437727355802204,0.3883541830767311,0.4474154403742976,98.83720930232558,98.83720930232558,41.18070390990597,80.28123349806508,26.7,72800.0,836000.0,58.3,32.09912110024244,79.61837417151904,20.890648193963727
bosnia and herzegovina,1.0,0.3194018446350692,0.2927815378042749,0.4781845965928473,0.4451214666347679,100.0,100.0,38.46956966102938,80.19725321844102,26.82,18200.0,3140000.0,71.5,7.89946060463693,79.48985655367645,33.64670954972794
panama,0.9682875264270614,0.3086935212938888,0.4559748682679113,0.5335793283634117,0.4465185147130127,96.82875264270614,96.82875264270614,43.98183245402544,79.82067756641523,26.97,36300.0,4570000.0,82.1,15.92169238065268,79.21311257981257,51.87860794985958
ukraine,1.0,0.2953347194239174,0.4242013648289707,0.4515310562007405,0.3167435365684978,100.0,100.0,37.213730892571675,79.79307829242101,26.87,9860.0,39000000.0,75.8,4.20302894651697,79.07124363085721,39.42685139369997
suriname,0.9957716701902748,0.3601805813120389,0.2929051902086285,0.3532060647791279,0.5144104332239662,99.57716701902748,99.57716701902748,38.08008164352259,79.78515186837559,26.72,15600.0,640000.0,68.9,6.74709581913191,79.07813856052584,19.76084446643556
paraguay,0.9978858350951374,0.2098284872009657,0.4016530018164086,0.4914652787444029,0.390000081868036,99.78858350951374,99.78858350951374,37.34901552482114,79.6932429253658,27.0,14700.0,7010000.0,75.9,6.348200316457089,78.97539418128288,58.74979383143678
mexico,0.9968287526427062,0.2183760092211469,0.458420166096859,0.4716462135324574,0.3363469090409328,99.68287526427062,99.68287526427062,37.13414903350889,79.55240355729258,26.95,20600.0,132000000.0,78.0,8.963181945103111,78.83329985401672,50.489031832426015
timor-leste,1.0,0.4010603402308136,0.3198748355899052,0.4043523808662925,0.3297358226883259,100.0,100.0,36.35012722435357,79.51513899202712,26.77,3070.0,1420000.0,58.3,1.19358398744808,78.7833757414512,31.3161801088572
cuba,1.0,0.4405515431038572,0.398754958734715,0.1884948142967597,0.4209007369463916,100.0,100.0,36.18362614109937,79.4615528433138,26.69,9020.0,10900000.0,81.4,3.83072647735381,78.72787538036646,10.44779811974306
cuba,1.0,0.4405515431038572,0.398754958734715,0.1884948142967597,0.4209007369463916,100.0,100.0,36.18362614109937,79.4615528433138,26.74,9020.0,10900000.0,81.4,3.83072647735381,78.72787538036646,17.89460663038075
cuba,1.0,0.4405515431038572,0.398754958734715,0.1884948142967597,0.4209007369463916,100.0,100.0,36.18362614109937,79.4615528433138,26.68,9020.0,10900000.0,81.4,3.83072647735381,78.72787538036646,8.95843641761542
uzbekistan,1.0,0.2674023798907585,0.4400349224055181,0.3854192115967911,0.3300255984517758,100.0,100.0,35.50353973160757,79.242676120324,26.89,8930.0,37100000.0,76.1,3.79083692708633,78.50117991053585,42.28929572818731
algeria,1.0,0.3176188248701659,0.3568621220646444,0.3063401889169918,0.3669829406696072,100.0,100.0,33.52601575759145,78.6062364546794,26.81,11800.0,47400000.0,80.3,5.062870363393801,77.84200525253048,28.746495134422016
peru,0.959830866807611,0.2873048690985477,0.3952364017897098,0.5705176153641419,0.4005388228922542,95.9830866807611,95.9830866807611,41.58049178352384,78.47433848779754,26.97,13000.0,34600000.0,81.8,5.59473103362689,77.84888838168202,51.99488701962702
peru,0.959830866807611,0.2873048690985477,0.3952364017897098,0.5705176153641419,0.4005388228922542,95.9830866807611,95.9830866807611,41.58049178352384,78.47433848779754,26.75,13000.0,34600000.0,81.8,5.59473103362689,77.84888838168202,19.22892957281898
peru,0.959830866807611,0.2873048690985477,0.3952364017897098,0.5705176153641419,0.4005388228922542,95.9830866807611,95.9830866807611,41.58049178352384,78.47433848779754,26.9,13000.0,34600000.0,81.8,5.59473103362689,77.84888838168202,41.56935510473356
peru,0.959830866807611,0.2873048690985477,0.3952364017897098,0.5705176153641419,0.4005388228922542,95.9830866807611,95.9830866807611,41.58049178352384,78.47433848779754,26.77,13000.0,34600000.0,81.8,5.59473103362689,77.84888838168202,22.20765297707425
ecuador,0.9862579281183932,0.3042653174009736,0.3947257405838508,0.3553050465497813,0.3001193333591396,98.62579281183932,98.62579281183932,33.70015624317136,77.73034427494603,26.97,11100.0,18300000.0,78.3,4.752618305757831,76.98391395561667,53.35147616691385
bangladesh,0.9947145877378436,0.195298072843603,0.3510070389358928,0.3135680359196902,0.409027696698154,99.47145877378436,99.47145877378436,31.447737717397928,77.57893314381397,26.79,7380.0,176000000.0,68.1,3.10385022803526,76.79688508832221,30.49645390070937
guatemala,1.0,0.1951262928556386,0.3079892438190348,0.4464345836814662,0.2720061779274256,100.0,100.0,30.20070223022715,77.536028731624,26.7,9650.0,18700000.0,71.4,4.10995332922618,76.73356741007572,15.813128814118759
kyrgyz republic,1.0,0.1722336605053572,0.3093754415469923,0.3769200188564559,0.2483535895867515,100.0,100.0,27.180248024811632,76.56393590754286,26.9,5680.0,7300000.0,74.6,2.35038094520505,75.72674934160388,44.360052779152156
bolivia,0.9978858350951374,0.2603212697256901,0.3634609801153794,0.2575573474797714,0.2375340297897543,99.78858350951374,99.78858350951374,27.49608373916665,76.52220849358298,26.89,8430.0,12600000.0,77.3,3.5692283144892096,75.6910835860647,41.82417944911754
russian federation,1.0,0.1990232461501894,0.3477505039634206,0.2692821256871283,0.2451183473770303,100.0,100.0,25.97630564012387,76.17646313915466,26.99,27600.0,144000000.0,68.5,12.06570252146279,75.32543521337462,60.12864918357222
belarus,1.0,0.3001944032642485,0.2876897455575591,0.205923960014278,0.2299713630175038,100.0,100.0,24.991343574522602,75.8594662602593,26.84,19200.0,9000000.0,58.3,8.342677829831171,74.99711452484087,41.74171202375066
ghana,0.8890063424947147,0.4304424283155973,0.4811740208774839,0.4698008382012747,0.5054657129534947,88.90063424947147,88.90063424947147,47.72512850823234,75.64884794951516,26.94,5700.0,35100000.0,65.9,2.3592452897089298,75.17546566905843,53.689592610919014
tajikistan,1.0,0.1359584014815996,0.334865363997932,0.257322174988544,0.2236808171240102,100.0,100.0,23.09613925961107,75.24952007687072,26.8,4730.0,10800000.0,71.9,1.92932458127052,74.3653797532037,30.51294738578274
nepal,0.9365750528541228,0.3363458610925907,0.3272263989427661,0.3674005096199561,0.418596322892896,93.65750528541228,93.65750528541228,36.20646359698893,75.16765522869854,27.06,4230.0,29600000.0,64.8,1.7077159686734,74.50715805593782,71.98828962559747
lebanon,1.0,0.1708605178867627,0.1609146207927054,0.2922026836477018,0.2505184999368317,100.0,100.0,21.05928802735417,74.59398672594367,26.75,13600.0,5850000.0,69.9,5.86066136874343,73.68642934245139,23.84133267359416
pakistan,0.9534883720930232,0.2232593944204048,0.3767410456130457,0.3163678251125112,0.3235469700169305,95.34883720930232,95.34883720930232,30.684268927439362,74.53741001189609,26.84,5350.0,255000000.0,60.0,2.20411926089095,73.79398111534799,41.08279729506849
cambodia,0.9471458773784356,0.1542565638088039,0.4352760306082107,0.3624580024638515,0.3332999205252496,94.71458773784356,94.71458773784356,31.87943483021747,74.49193343239871,26.95,5220.0,17800000.0,64.0,2.1465010216157,73.76953676863486,55.9153884215733
honduras,0.9534883720930232,0.1973480209337863,0.3299346906929477,0.3909422865581116,0.2672847598772003,95.34883720930232,95.34883720930232,29.25125147959708,74.07621249553152,26.65,6050.0,11000000.0,68.3,2.51437131852692,73.3163086327339,9.56787069107698
south africa,0.8699788583509515,0.3877212929222977,0.4458086056325139,0.4606322627153486,0.5499430336106514,86.99788583509515,86.99788583509515,46.59837905429334,73.99584443098365,26.83,13300.0,64700000.0,69.0,5.72769620118516,73.53138357482788,36.1050634999176
gabon,0.937632135306554,0.2195381713403076,0.3332527246769448,0.3581552371024692,0.3204821958844229,93.76321353065539,93.76321353065539,30.460727378834928,73.39015426547918,26.99,14100.0,2590000.0,75.7,6.082269981340549,72.6623848133819,57.33795150915362
iraq,1.0,0.1492352224358824,0.2019825905831805,0.201920949440758,0.1241520774926877,100.0,100.0,15.86497833609471,72.92226756268826,26.78,8910.0,47000000.0,70.4,3.78197258258245,71.95499277869824,28.115619330364677
turkmenistan,1.0,0.1256282300302478,0.2413997231479513,0.0677823386423935,0.1735864221377784,100.0,100.0,14.050335953298521,72.33824916061252,26.87,15900.0,7620000.0,25.5,6.88006098669018,71.35011198443286,58.92297542470772
botswana,0.7463002114164905,0.6110415798096908,0.5938649610016974,0.614230721124375,0.6227349974185898,74.63002114164905,74.63002114164905,62.343312814330496,70.67570825216711,26.82,16400.0,2560000.0,33.5,7.1016695992873,70.53445169920953,48.37539172027058
"venezuela, rb",1.0,0.0643293560587678,0.1568634616216652,0.0766962444359813,0.0144700469531737,100.0,100.0,6.252829605974069,69.82872593977673,26.72,7240.0,28500000.0,71.2,3.04179981650806,68.75094320199136,18.86937159821851
eswatini,0.8562367864693446,0.2840959821642893,0.3106174444300679,0.3554603385986203,0.3862740022746765,85.62367864693447,85.62367864693447,33.22689534023061,68.7604741109879,26.83,9630.0,1260000.0,62.7,4.1010889847223,68.15808421136651,38.54692396503388
solomon islands,0.8023255813953488,0.4222296245534674,0.3431993718144782,0.3421291662183013,0.466395296473111,80.23255813953489,80.23255813953489,39.48269564103276,67.11775942943888,26.76,2410.0,839000.0,58.3,0.90106061881988,66.64927064003417,29.82681840672956
solomon islands,0.8023255813953488,0.4222296245534674,0.3431993718144782,0.3421291662183013,0.466395296473111,80.23255813953489,80.23255813953489,39.48269564103276,67.11775942943888,26.95,2410.0,839000.0,58.3,0.90106061881988,66.64927064003417,58.124690747154695
comoros,0.8921775898520085,0.2253875652246869,0.1706618997597681,0.244497783838241,0.2083535234077119,89.21775898520085,89.21775898520085,20.38511197487196,67.06489134652509,26.75,3270.0,883000.0,58.3,1.28222743248693,66.27354331509122,28.33745670460192
nicaragua,0.8763213530655392,0.1337247129954733,0.2675664811628253,0.3212559445039635,0.2234521286074396,87.63213530655392,87.63213530655392,22.94264560871212,66.8126874844365,26.7,6300.0,7010000.0,71.1,2.62517562482548,66.06897207393997,15.92940788388621
sao tome and principe,0.8023255813953488,0.5361228666925304,0.3068552138510401,0.3080124222466976,0.3630406667058989,80.23255813953489,80.23255813953489,37.90436766681903,66.60979566192708,26.92,3990.0,240000.0,67.3,1.60134383462678,66.12316131529626,50.16823354774902
senegal,0.7272727272727273,0.4665371067817002,0.5161200258231695,0.4347784693922058,0.4638306661516496,72.72727272727273,72.72727272727273,47.577186137902885,64.63305343577954,26.98,4060.0,18900000.0,55.2,1.63236904039038,64.34391053081612,63.79432624113499
kenya,0.7484143763213531,0.275828432446437,0.435764494173774,0.425038774769094,0.4512467574766701,74.84143763213531,74.84143763213531,39.84947429545195,63.579741825222335,26.91,5390.0,57500000.0,64.7,2.22184794989872,63.177449853240866,49.68662378360537
afghanistan,0.8446088794926004,0.1874590404033009,0.0733795735414997,0.238535417226012,0.1345673461152624,84.46088794926004,84.46088794926004,14.72317167129073,62.016735861115656,26.75,1330.0,43800000.0,55.1,0.42238601561011,61.21498252327028,29.5777667821213
cote d'ivoire,0.7082452431289641,0.3812004634054592,0.4237295110006116,0.4835541711657599,0.4189486335697115,70.82452431289641,70.82452431289641,42.99848494749063,61.86908537884065,26.91,6130.0,32700000.000000004,58.0,2.54982869654246,61.54917785776115,52.28352300841158
syrian arab republic,0.8773784355179705,0.0504717969465096,0.1161860676523516,0.1227320594137814,0.0423121393153216,87.73784355179704,87.73784355179704,6.762314908229369,61.67695172319174,26.79,3200.0,25600000.0,60.7,1.25120222672333,60.74600067060781,33.364670954972944
syrian arab republic,0.8773784355179705,0.0504717969465096,0.1161860676523516,0.1227320594137814,0.0423121393153216,87.73784355179704,87.73784355179704,6.762314908229369,61.67695172319174,26.72,3200.0,25600000.0,60.7,1.25120222672333,60.74600067060781,22.93913904007897
rwanda,0.6183932346723044,0.6077879510740315,0.5847234145790922,0.5348433820907028,0.5783981503300811,61.83932346723044,61.83932346723044,58.75798593000858,60.847636156383366,26.96,2730.0,14600000.0,58.5,1.04289013088204,60.81221095482315,59.536533069437866
"gambia, the",0.6501057082452432,0.388536075141648,0.3739849455346893,0.3720493431598292,0.4397386646787095,65.01057082452432,65.01057082452432,39.49206119135654,56.79777949957339,26.92,2310.0,2820000.0,53.4,0.85673889630046,56.504400946801724,55.55583044697382
cameroon,0.7040169133192389,0.1857037133720065,0.3060313092968899,0.3137128668298565,0.2808788188479158,70.40169133192389,70.40169133192389,26.638811549902353,56.317193271680374,27.07,3930.0,29900000.0,60.7,1.5747508011151299,55.814064737916716,75.06679861454731
myanmar,0.7547568710359408,0.1732912787832305,0.1237979849469717,0.2022357484632407,0.1423921047036839,75.47568710359408,75.47568710359408,14.927981391309569,55.98921711111424,26.84,4280.0,54900000.0,62.8,1.72987682993311,55.29311853283257,39.99752597723904
myanmar,0.7547568710359408,0.1732912787832305,0.1237979849469717,0.2022357484632407,0.1423921047036839,75.47568710359408,75.47568710359408,14.927981391309569,55.98921711111424,26.69,4280.0,54900000.0,62.8,1.72987682993311,55.29311853283257,17.65710044532446
vanuatu,0.5940803382663848,0.4498081766417025,0.3787182651371354,0.482820390209105,0.5631387222202433,59.40803382663849,59.40803382663849,47.398584976707134,55.54295319497173,26.94,2770.0,335000.0,65.4,1.06061881988981,55.4048842099947,53.883391060531416
namibia,0.5422832980972516,0.4785583935098226,0.5077722262791013,0.4950177462299397,0.6359033497348008,54.22832980972516,54.22832980972516,53.79294384972133,54.08820665650318,26.81,9980.0,3090000.0,66.9,4.25621501354028,54.08320115639055,33.94029358403442
fragile and conflict affected situations,0.5660688087288267,0.4376711834860984,0.4850727994358,0.4902908068952206,0.5118161830623729,56.60688087288267,56.60688087288267,48.7251889800151,54.0702636591742,26.93,24000.0,94200.0,62.2,10.470120510763529,53.97965024192681,53.63433943592266
djibouti,0.6321353065539113,0.2735239416369406,0.3436574900509662,0.3095423002997821,0.2600679071109861,63.213530655391125,63.213530655391125,29.285015688449477,52.29409149555898,26.76,5820.0,1180000.0,56.3,2.41243135673224,51.90402566641058,30.602012205179168
libya,0.7167019027484144,0.1022955863406228,0.1489656695144475,0.0938060461217372,0.105820340966391,71.67019027484145,71.67019027484145,9.901613085933771,51.790799111955224,26.74,22300.0,7460000.0,75.7,9.71665122793332,51.08066454520556,20.10390895596215
benin,0.5454545454545455,0.4418198144101307,0.4539807503089835,0.4452670749016,0.408297288339536,54.545454545454554,54.545454545454554,44.10296016000177,51.18467726917405,27.01,3780.0,14800000.0,58.7,1.50826821733599,51.06462308363696,66.90582220023109
togo,0.5687103594080338,0.3107459931398838,0.3766847174969191,0.4032229460607943,0.4030831644888299,56.87103594080338,56.87103594080338,37.36982304428887,50.59483116220033,26.94,2430.0,9720000.0,55.5,0.90992496332377,50.37063164196521,57.720600362857
equatorial guinea,0.6501057082452432,0.0918588685026129,0.2168915009623513,0.1942320886897364,0.208975264072196,65.01057082452432,65.01057082452432,16.77808947505978,49.487591226496505,27.03,12300.0,1940000.0,58.3,5.28447897599092,48.93307704136947,70.03958436417629
nigeria,0.5898520084566596,0.2136826189431025,0.3185934928425826,0.3087304321481146,0.3168938371539798,58.985200845665965,58.985200845665965,28.52403207014605,49.18168072385231,27.09,5050.0,238000000.0,58.1,2.0711540933326797,48.83147792049265,79.05327395678708
lesotho,0.5486257928118393,0.3359890513986471,0.2958396925937329,0.3825795202694458,0.4144452069930595,54.86257928118393,54.86257928118393,35.66082282076341,48.6827505549408,26.82,2350.0,2360000.0,55.5,0.87446758530823,48.461993794377086,39.84825993732485
zimbabwe,0.5983086680761099,0.1630011856714551,0.2491848333609035,0.2232138862576628,0.2237020400573166,59.830866807610995,59.830866807610995,20.65380659614923,47.22225349644905,26.87,2330.0,17000000.0,61.5,0.8656032408043499,46.77184673712374,44.969487052614696
sudan,0.6405919661733616,0.1075771763155623,0.0755218382951422,0.1668166689002373,0.1286960957818378,64.05919661733616,64.05919661733616,10.63185520919768,46.86432072765507,26.94,2930.0,51700000.0,58.3,1.13153357592089,46.250082814623326,56.63532904502755
ethiopia,0.5285412262156448,0.3462101458494952,0.3356523665789659,0.2907931213849071,0.368935807102021,52.85412262156448,52.85412262156448,33.362377541460916,46.58096493315611,26.92,2710.0,135000000.0,52.3,1.0340257863781601,46.35687426152996,55.98218703612111
zambia,0.4830866807610994,0.3433002553986025,0.3592656132684508,0.4021856873442916,0.4026936780219156,48.30866807610994,48.30866807610994,37.730896889029246,44.904353768911584,26.84,3550.0,21900000.0,62.9,1.40632825554132,44.78274434708304,39.958766287316564
mali,0.5190274841437632,0.2549064967674263,0.2560167794657502,0.3635351569671,0.2953673075032171,51.90274841437632,51.90274841437632,28.8381410406351,44.47971274044905,26.99,2220.0,25200000.0,46.7,0.8168493460329799,44.21454595646257,68.578261586673
uganda,0.4873150105708245,0.2133143426194948,0.3828292296269159,0.3980822549177376,0.4156635074828101,48.73150105708245,48.73150105708245,35.16131541653552,44.3641181452763,26.98,2480.0,51400000.0,58.6,0.93208582458348,44.208105843566806,62.47649678377065
tanzania,0.4534883720930233,0.3796149755390462,0.4031565326782884,0.3829532774569719,0.4399339855524886,45.34883720930233,45.34883720930233,40.31780026553602,43.72966519803536,26.89,2830.0,70500000.0,56.9,1.08721185340147,43.67182489471355,49.73115619330359
angola,0.4830866807610994,0.3128756727112274,0.2839346361868334,0.3461063413340556,0.266313753627474,48.30866807610994,48.30866807610994,29.876043340882656,42.376374117814294,26.79,5760.0,39000000.0,62.6,2.38583832322059,42.16445983103418,32.62823684644581
mauritania,0.474630021141649,0.2639222440709988,0.3367423733655415,0.2958988807038654,0.3763697385274717,47.4630021141649,47.4630021141649,31.55394923851948,42.342886036717196,26.91,5880.0,5320000.0,58.8,2.4390243902439,42.15998448894976,51.97344548903173
guinea,0.4830866807610994,0.2466586570338208,0.3056705142405431,0.2790830192410298,0.2627483293572188,48.30866807610994,48.30866807610994,26.84515085980265,41.40092187419583,26.89,2950.0,15100000.0,51.4,1.14039792042477,41.154162337340836,51.86293913904002
"korea, dem. people's rep.",0.5507399577167019,0.0886133733930191,0.1816411349322435,0.0,0.1361879338667149,55.07399577167019,55.07399577167019,8.73094513955596,40.159104201807686,26.93,1240.0,113000000.0,51.7,0.38249646534262,39.62631222763211,57.70410687778313
"congo, rep.",0.4852008456659619,0.1436568716960408,0.2138910215446441,0.2442903384427188,0.2850928262292183,48.52008456659619,48.52008456659619,21.38681374890514,39.78760393224753,26.98,3260.0,6480000.0,61.8,1.27779526023499,39.47566096069917,61.23618670625128
eritrea,0.5179704016913319,0.1137448240374363,0.1149818520818027,0.0049707674651867,0.1076677345548465,51.79704016913319,51.79704016913319,7.01683729941142,37.38513026746783,26.77,2160.0,3610000.0,58.3,0.79025631252132,36.87030587922593,31.3161801088572
haiti,0.4852008456659619,0.1209683892452241,0.0220767208958007,0.2120863070347236,0.2030119335926434,48.52008456659619,48.52008456659619,12.726683444369879,37.00045671791382,26.74,2600.0,11900000.0,54.9,0.9852718916067901,36.58895085918742,28.16592445983812
somalia,0.474630021141649,0.0544737878606584,0.0748457982535772,0.1078851137438084,0.0,47.4630021141649,47.4630021141649,4.2732939889480095,33.56297169244659,26.84,1150.0,19700000.0,58.3,0.34260691507514,33.0664327390926,41.74171202375066
madagascar,0.3594080338266385,0.2230696189562169,0.2809496053002939,0.337978747536617,0.296014278926452,35.94080338266385,35.94080338266385,28.00018705781827,33.38522212792268,26.88,1580.0,32700000.000000004,56.8,0.53319032190867,33.29393127438199,48.28055418109843
mozambique,0.3234672304439746,0.2625909903124546,0.3468534755063538,0.3573652687860082,0.2837202387226296,32.34672304439746,32.34672304439746,30.963856678611677,31.901665983630465,26.86,1330.0,35600000.0,49.1,0.42238601561011,31.885767589135526,48.28632690087416
guinea-bissau,0.3710359408033827,0.1820655273445374,0.1927307937419392,0.2420605162653181,0.1855846819713486,37.10359408033827,37.10359408033827,19.16139473944694,31.329136981719678,26.87,2020.0,2250000.0,58.3,0.72820590099413,31.122860966707822,46.20979713013408
sierra leone,0.3181818181818182,0.3210131667083918,0.2523603020377741,0.2816128882040955,0.3299891571919632,31.818181818181817,31.818181818181817,29.23717971882402,30.98752078209471,26.82,1730.0,8820000.0,48.6,0.5996729056878,30.957847785062548,42.522678541976
liberia,0.2864693446088795,0.2488043021038859,0.2093538238681659,0.3115345886124203,0.2824502572524731,28.64693446088795,28.64693446088795,25.73842626773532,27.71086996493379,26.84,1600.0,5730000.0,51.7,0.5420546664125501,27.67743172983707,44.29985155863438
