Country Name,Access to clean fuels and technologies for cooking (% of population),Access to electricity (% of population),Adjusted savings: natural resources depletion (% of GNI),Adjusted savings: net forest depletion (% of GNI),CO2 emissions (metric tons per capita),Control of Corruption: Estimate,Government Effectiveness: Estimate,Regulatory Quality: Estimate,Renewable energy consumption (% of total final energy consumption),Rule of Law: Estimate,ESG_Proxy,E_Score,S_Score,G_Score,ESG_Final
Saudi Arabia,,1.0,,,,0.5765817104623345,0.6725698703447383,0.6184131326087957,,0.628510102729552,0.6992149632290842,1.0,1.0,0.6377098542632297,0.883401757830134
Poland,,1.0,,,,0.5833372561276935,0.5918434552605666,0.674457235753795,,0.639079587055346,0.6977435068394802,1.0,1.0,0.6357719770563697,0.882778077946704
Italy,,1.0,,,,0.5798231867651179,0.6326581794865783,0.6454553030330341,,0.6227164059578597,0.696130615048518,1.0,1.0,0.6336478323919951,0.8820944503711405
Samoa,,1.0,,,,0.6205440416511887,0.6071575110681543,0.4506562498270225,,0.7448289139189557,0.6846373432930642,1.0,1.0,0.6185114345180925,0.8772230029811167
Malta,,1.0,,,,0.47848350208481494,0.5866548915669653,0.654683855502424,,0.6973670754772233,0.6834378649262856,1.0,1.0,0.6169317466635801,0.8767146015543028
Croatia,,1.0,,,,0.4950938564212282,0.6545330814897705,0.645427296635083,,0.6155968178379442,0.6821302104768051,1.0,1.0,0.6152095931767348,0.8761603494674719
Costa Rica,,1.0,,,,0.6036680020078129,0.5571332681655098,0.6240525623467357,,0.6224670578855795,0.6814641780811276,1.0,1.0,0.6143324424791451,0.875878050236702
St. Kitts and Nevis,,1.0,,,,0.5483671629083835,0.5830116364906217,0.6237077891150224,,0.6440583046464791,0.6798289786321015,1.0,1.0,0.6121789190969192,0.8751849675133819
Dominica,,1.0,,,,0.5785311609501684,0.557268571123267,0.5739356654698476,,0.6788281728848675,0.67771271408563,1.0,1.0,0.6093918430698843,0.8742879843374107
"Bahamas, The",,1.0,,,,0.7447669237441157,0.5593197036571397,0.5098091630229251,,0.5722762040969563,0.6772343989042273,1.0,1.0,0.6087619120068338,0.8740852494424538
St. Vincent and the Grenadines,,1.0,,,,0.622896319228337,0.5170154199308534,0.5759279728258206,,0.6662319768731645,0.6764143377716352,1.0,1.0,0.6076819086928995,0.8737376648078061
Slovak Republic,,1.0,,,,0.5205532615895399,0.5505279304567693,0.6364854733124414,,0.6736864751466191,0.6762506281010738,1.0,1.0,0.6074663064899631,0.8736682761198548
St. Lucia,,1.0,,,,0.5784423082863195,0.5170154199308534,0.592876598072235,,0.6740843908834155,0.6724837434345646,1.0,1.0,0.6025053983803703,0.8720716741367441
Antigua and Barbuda,,1.0,,,,0.5284295811503538,0.5830116364906217,0.6245827541831983,,0.6199010512112522,0.6711850046070852,1.0,1.0,0.6007949865807288,0.8715212009550373
Oman,,1.0,,,,0.5027404902000647,0.5602367420679879,0.6008338365428797,,0.6759470170610993,0.6679516171744063,1.0,1.0,0.5965366831399979,0.8701507228957861
Cabo Verde,,0.985200845665962,,,,0.6798616575819693,0.5040653035507424,0.5600163365153302,,0.6250487749503895,0.6708385836528787,0.985200845665962,0.985200845665962,0.6042367926292075,0.8625926559685605
Tuvalu,,1.0,,,,0.601972161546927,0.4043038363219398,0.46767716674684273,,0.7711868272219605,0.649027998367534,1.0,1.0,0.5716146740228841,0.8621299072909695
Hungary,,1.0,,,,0.45311427839104407,0.5813644176085955,0.5760777042208506,,0.6315044903191336,0.6484121781079246,1.0,1.0,0.5708036516554863,0.8618688905796075
Greece,,1.0,,,,0.47574518416641765,0.5329815458570146,0.6315900158892503,,0.5803144043499943,0.6441262300525354,1.0,1.0,0.5651591479481352,0.8600522824881563
Fiji,,0.992600422832981,,,,0.569730893015084,0.6067703675410864,0.4890618845035441,,0.6022680455335756,0.6520863226852542,0.992600422832981,0.992600422832981,0.577591440602651,0.8590353276125332
Jordan,,1.0,,,,0.4736308117227148,0.5842607734130062,0.5546494645090378,,0.5909889692948374,0.6407060037879193,1.0,1.0,0.5606547816839829,0.8586026123972922
Kuwait,,1.0,,,,0.5007738774869084,0.5027443308381476,0.5766340869906647,,0.6110653864027238,0.6382435363436889,1.0,1.0,0.5574117637008992,0.8575588903954591
Marshall Islands,,1.0,,,,0.5479798486876722,0.5161846395613892,0.41821481150983175,,0.6913058028719824,0.6347370205261751,1.0,1.0,0.5527937559051787,0.8560726462962365
Romania,,1.0,,,,0.46254758891342673,0.4811730826101737,0.5762036377949561,,0.6339790372758293,0.6307806693188771,1.0,1.0,0.547583324334713,0.8543957385215932
Nauru,,1.0,,,,0.588679772859783,0.4865242023181729,0.5103208019894847,,0.5249024214846318,0.6220854397304144,1.0,1.0,0.5361318893163556,0.8507102471849531
Montenegro,,1.0,,,,0.4349783273155481,0.5543060682754252,0.5879824355958216,,0.519220372870679,0.6192974408114947,1.0,1.0,0.5324601532079013,0.8495285479833733
Bulgaria,,1.0,,,,0.4215367609997218,0.511262891022982,0.5951594559375059,,0.5276669776454553,0.611125217121133,1.0,1.0,0.5216975059892665,0.8460647337958932
China,,1.0,,,,0.45199315252584416,0.6472915183509308,0.4323442804917685,,0.5197052912238581,0.6102668485184803,1.0,1.0,0.5205670525406171,0.8457009124595462
Thailand,,1.0,,,,0.3406898277772582,0.5380840102929305,0.5419873416159479,,0.5879032503521399,0.6017328860076552,1.0,1.0,0.5093280028815398,0.8420837745127127
India,,0.9947145877378436,,,,0.3690025549187103,0.6033974232671202,0.4791050657099155,,0.5743814748666417,0.6041202213000463,0.9947145877378436,0.9947145877378436,0.5138642288177986,0.8399593252594583
Indonesia,,0.9936575052854124,,,,0.3411911567815823,0.6260471704732075,0.5724715504001661,,0.49255211606479965,0.6051838998010336,0.9936575052854124,0.9936575052854124,0.5155435021812607,0.8397829023608099
