Country Name,Access to electricity (% of population),Control of Corruption: Estimate,Government Effectiveness: Estimate,Regulatory Quality: Estimate,Rule of Law: Estimate,ESG_Proxy,E_Score,S_Score,G_Score,ESG_Final,Temperature,GDP_2020,POP_2020,SDI_2019,ESG_Final_norm,GDP_2020_norm,SDI_2019_norm,Temperature_norm,Economic_Index,Sustainability_Index,Climate_Risk_Index
costa rica,1.0,0.6036680020078129,0.5571332681655098,0.6240525623467357,0.6224670578855795,0.6814641780811276,1.0,1.0,0.6143324424791451,0.875878050236702,26.84,24300.0,5150000.0,85.3,0.8758780502367017,0.10603085678321802,1.0,0.44680851063829863,0.10603085678321802,0.8714441474930483,0.312765957446809
st. kitts and nevis,1.0,0.5483671629083835,0.5830116364906217,0.6237077891150224,0.6440583046464791,0.6798289786321015,1.0,1.0,0.6121789190969192,0.8751849675133819,26.95,32800.0,46900.0,58.3,0.8751849675133817,0.1437043209247284,0.6511627906976745,0.6808510638297847,0.1437043209247284,0.8707263063656397,0.581246907471547
st. kitts and nevis,1.0,0.5483671629083835,0.5830116364906217,0.6237077891150224,0.6440583046464791,0.6798289786321015,1.0,1.0,0.6121789190969192,0.8751849675133819,26.7,32800.0,46900.0,58.3,0.8751849675133817,0.1437043209247284,0.6511627906976745,0.14893617021277095,0.1437043209247284,0.8707263063656397,0.2089064819396373
st. kitts and nevis,1.0,0.5483671629083835,0.5830116364906217,0.6237077891150224,0.6440583046464791,0.6798289786321015,1.0,1.0,0.6121789190969192,0.8751849675133819,27.05,32800.0,46900.0,58.3,0.8751849675133817,0.1437043209247284,0.6511627906976745,0.8936170212765973,0.1437043209247284,0.8707263063656397,0.7301830776843157
st. kitts and nevis,1.0,0.5483671629083835,0.5830116364906217,0.6237077891150224,0.6440583046464791,0.6798289786321015,1.0,1.0,0.6121789190969192,0.8751849675133819,26.75,32800.0,46900.0,58.3,0.8751849675133817,0.1437043209247284,0.6511627906976745,0.2553191489361737,0.1437043209247284,0.8707263063656397,0.2833745670460192
st. kitts and nevis,1.0,0.5483671629083835,0.5830116364906217,0.6237077891150224,0.6440583046464791,0.6798289786321015,1.0,1.0,0.6121789190969192,0.8751849675133819,26.84,32800.0,46900.0,58.3,0.8751849675133817,0.1437043209247284,0.6511627906976745,0.44680851063829863,0.1437043209247284,0.8707263063656397,0.41741712023750666
st. kitts and nevis,1.0,0.5483671629083835,0.5830116364906217,0.6237077891150224,0.6440583046464791,0.6798289786321015,1.0,1.0,0.6121789190969192,0.8751849675133819,26.95,32800.0,46900.0,58.3,0.8751849675133817,0.1437043209247284,0.6511627906976745,0.6808510638297847,0.1437043209247284,0.8707263063656397,0.581246907471547
st. kitts and nevis,1.0,0.5483671629083835,0.5830116364906217,0.6237077891150224,0.6440583046464791,0.6798289786321015,1.0,1.0,0.6121789190969192,0.8751849675133819,26.69,32800.0,46900.0,58.3,0.8751849675133817,0.1437043209247284,0.6511627906976745,0.1276595744680904,0.1437043209247284,0.8707263063656397,0.19401286491836092
dominica,1.0,0.5785311609501684,0.557268571123267,0.5739356654698476,0.6788281728848675,0.67771271408563,1.0,1.0,0.6093918430698843,0.8742879843374107,26.72,12900.0,65900.0,58.3,0.8742879843374105,0.05550409311107467,0.6511627906976745,0.19148936170212494,0.05550409311107467,0.8697972810232947,0.23869371598218508
"bahamas, the",1.0,0.7447669237441157,0.5593197036571397,0.5098091630229251,0.5722762040969563,0.6772343989042273,1.0,1.0,0.6087619120068338,0.8740852494424538,26.83,34400.0,403000.0,27.1,0.8740852494424536,0.15079579652783626,0.24806201550387602,0.4255319148936181,0.15079579652783626,0.869587304002278,0.5234537357743698
